Id,SalePrice
1461,138984.69239948934
1462,132759.39547012432
1463,214866.88116218767
1464,215763.35452832293
1465,203312.76066959335
1466,206566.48525636795
1467,220992.14482438343
1468,215763.35452832293
1469,199162.5627166835
1470,157660.58318758395
1471,217838.4535047781
1472,159735.6821640391
1473,159735.6821640391
1474,168036.0780698593
1475,168036.0780698593
1476,239768.0688796473
1477,239768.0688796473
1478,230289.04736350768
1479,231467.6729738271
1480,227317.47502091725
1481,224063.75043414312
1482,232364.14633996284
1483,230289.04736350768
1484,232364.14633996284
1485,228213.94838705298
1486,228213.94838705298
1487,215763.35452832293
1488,231467.6729738271
1489,239768.0688796473
1490,230289.04736350768
1491,228213.94838705298
1492,89264.4026744148
1493,198962.49618234497
1494,205387.8596460485
1495,204491.38627991278
1496,229392.5739973724
1497,228213.94838705298
1498,228213.94838705298
1499,229392.5739973724
1500,230289.04736350768
1501,219913.5524812328
1502,226138.84941059828
1503,240664.54224578303
1504,219913.5524812328
1505,224063.75043414312
1506,151435.2862582194
1507,205387.8596460485
1508,174261.37499922386
1509,159735.6821640391
1510,149360.18728176423
1511,149360.18728176423
1512,151435.2862582194
1513,145209.98932885437
1514,187026.19017839723
1515,179240.08212736028
1516,115262.13029234915
1517,198862.46291517525
1518,132759.39547012432
1519,233210.60307251394
1520,134834.49444657948
1521,134834.49444657948
1522,134834.49444657948
1523,128609.19751721446
1524,120308.80161139474
1525,126534.0985407593
1526,132759.39547012432
1527,141123.92952846468
1528,178011.43988345622
1529,136909.59342303465
1530,167886.02816910448
1531,76049.43779297883
1532,89264.4026744148
1533,130684.29649366962
1534,164332.2037808221
1535,183904.5679350529
1536,103407.90999824659
1537,115526.3349792083
1538,133802.0926986254
1539,123658.73342694959
1540,80299.66901305842
1541,142916.87626073614
1542,171554.0073434926
1543,155881.7579742485
1544,93746.76950509299
1545,106297.3966309923
1546,107193.86999712803
1547,108986.81672939949
1548,114365.65692621341
1549,138966.74484216433
1550,98229.13633577118
1551,91953.822772822
1552,84782.03584373661
1553,151631.5267541689
1554,139945.30391814525
1555,134834.49444657948
1556,86574.98257600807
1557,84782.03584373661
1558,107193.86999712803
1559,77610.24891465122
1560,80299.66901305842
1561,151435.2862582194
1562,198862.46291517525
1563,153510.38523467456
1564,174261.37499922386
1565,153510.38523467456
1566,200473.29067043227
1567,95539.71623736445
1568,190762.13354369404
1569,152545.94767762918
1570,159767.75124029967
1571,147649.32625933748
1572,176318.526418354
1573,239768.0688796473
1574,145209.98932885437
1575,192937.26578731847
1576,205387.8596460485
1577,240664.54224578303
1578,122015.83659543202
1579,211613.15657541307
1580,214866.88116218767
1581,204009.1675013901
1582,161810.7811404938
1583,226138.84941059828
1584,213688.25555186823
1585,226138.84941059828
1586,178857.89661600732
1587,124458.99956430413
1588,153510.38523467456
1589,114365.65692621341
1590,168036.0780698593
1591,132759.39547012432
1592,150602.9510446043
1593,106297.3966309923
1594,151435.2862582194
1595,99125.60970190738
1596,149342.23972443969
1597,164482.25368157693
1598,222785.09155665443
1599,197087.46374022833
1600,197087.46374022833
1601,108090.34336326376
1602,119626.51629853353
1603,67749.04188715958
1604,229392.5739973724
1605,216941.98013864236
1606,172186.2760227687
1607,170111.177046314
1608,236514.3442928727
1609,239768.0688796473
1610,233542.77195028227
1611,161428.59562914039
1612,229392.5739973724
1613,217838.4535047781
1614,163885.8801169485
1615,157660.58318758395
1616,157660.58318758395
1617,161810.7811404938
1618,198630.32730457617
1619,186711.96885795344
1620,189965.69344472804
1621,201237.6616931382
1622,155585.4842111288
1623,208641.58423282264
1624,206566.48525636795
1625,130716.5139483969
1626,168068.29552458657
1627,215795.5719830502
1628,228246.16584178072
1629,214899.09861691494
1630,231499.89042855438
1631,217870.67095950537
1632,212823.99964045978
1633,217870.67095950537
1634,219049.2965698248
1635,210748.90066400508
1636,207495.17607723048
1637,174293.59245395113
1638,176368.6914304063
1639,185797.69631296082
1640,193483.7710968285
1641,199941.2036367926
1642,228246.16584178072
1643,223199.4945227342
1644,226171.06686532556
1645,170143.39450104127
1646,168068.29552458657
1647,170143.39450104127
1648,159767.8996187664
1649,161842.99859522108
1650,159767.8996187664
1651,203094.894956397
1652,165993.19654813095
1653,163918.09757167625
1654,172218.49347749643
1655,170143.39450104127
1656,174293.59245395113
1657,176368.6914304063
1658,176368.6914304063
1659,172218.49347749643
1660,196255.27690508042
1661,236546.56174760044
1662,240696.7597005103
1663,238621.66072405467
1664,236546.56174760044
1665,238621.66072405467
1666,231499.89042855438
1667,236546.56174760044
1668,238621.66072405467
1669,234471.46277114528
1670,238621.66072405467
1671,229424.7914520997
1672,228246.16584178072
1673,229424.7914520997
1674,234471.46277114528
1675,232396.3637946901
1676,232396.3637946901
1677,237725.1873579194
1678,231499.89042855438
1679,229424.7914520997
1680,239800.2863343741
1681,238621.66072405467
1682,227349.692475645
1683,228246.16584178072
1684,232396.3637946901
1685,233574.98940500955
1686,233574.98940500955
1687,231499.89042855438
1688,231499.89042855438
1689,230321.26481823495
1690,228246.16584178072
1691,228246.16584178072
1692,226171.06686532556
1693,230321.26481823495
1694,222020.86891241476
1695,221124.3955462795
1696,219945.76993596053
1697,219945.76993596053
1698,222020.86891241476
1699,210748.90066400508
1700,212823.99964045978
1701,208673.80168754992
1702,238621.66072405467
1703,238621.66072405467
1704,236546.56174760044
1705,234471.46277114528
1706,233574.98940500955
1707,239800.2863343741
1708,238621.66072405467
1709,237725.1873579194
1710,235650.0883814647
1711,234471.46277114528
1712,239800.2863343741
1713,235650.0883814647
1714,229424.7914520997
1715,228246.16584178072
1716,236546.56174760044
1717,234471.46277114528
1718,230321.26481823495
1719,230321.26481823495
1720,230321.26481823495
1721,231499.89042855438
1722,230321.26481823495
1723,229424.7914520997
1724,239800.2863343741
1725,214899.09861691494
1726,205420.0771007758
1727,202448.5047581849
1728,209570.27505368565
1729,192969.48324204574
1730,182593.98835977085
1731,143167.10780712648
1732,141092.00883067132
1733,141092.00883067132
1734,149392.40473649104
1735,182958.22631379974
1736,143167.10780712648
1737,180518.8893833157
1738,223381.61349974864
1739,231499.89042855438
1740,238621.66072405467
1741,238621.66072405467
1742,222020.86891241476
1743,219945.76993596053
1744,210830.9863738498
1745,182593.98835977085
1746,172218.49347749643
1747,168068.29552458657
1748,188901.37099898106
1749,157692.80064231122
1750,157692.80064231122
1751,191972.97660874075
1752,153542.60268940183
1753,153542.60268940183
1754,168068.29552458657
1755,161842.99859522108
1756,139016.90985421708
1757,136941.81087776192
1758,132791.6129248516
1759,130716.5139483969
1760,181165.27958152827
1761,147317.30576003634
1762,149392.40473649104
1763,141092.00883067132
1764,128641.41497194173
1765,153542.60268940183
1766,141092.00883067132
1767,200969.77934635768
1768,130716.5139483969
1769,139016.90985421708
1770,182908.2096802151
1771,130716.5139483969
1772,128641.41497194173
1773,130716.5139483969
1774,134866.71190130676
1775,126566.31599548657
1776,120341.01906612201
1777,113783.55325898866
1778,184883.27538950054
1779,124491.2170190314
1780,174225.62826304242
1781,118265.92008966685
1782,134866.71190130676
1783,174407.74724005593
1784,135909.40912980784
1785,95854.08593627543
1786,86889.35227491905
1787,150767.27084276045
1788,109301.18642831047
1789,91371.71910559724
1790,121051.54741685477
1791,157692.80064231122
1792,145242.20678358164
1793,153542.60268940183
1794,192619.36680695333
1795,132791.6129248516
1796,134866.71190130676
1797,118265.92008966685
1798,134866.71190130676
1799,122416.11804257717
1800,136941.81087776192
1801,171586.22479821986
1802,168332.50021144573
1803,147317.30576003634
1804,176368.6914304063
1805,145242.20678358164
1806,161392.84889295895
1807,82406.98544424039
1808,144874.14279116422
1809,143695.5171808448
1810,108404.71306217427
1811,91371.71910559724
1812,82406.98544424039
1813,141838.43229605316
1814,91371.71910559724
1815,109301.18642831047
1816,94061.13920400443
1817,82406.98544424039
1818,73442.251782884
1819,155863.95879539114
1820,82406.98544424039
1821,91371.71910559724
1822,143695.5171808448
1823,73442.251782884
1824,94061.13920400443
1825,138052.4722971717
1826,94957.6125701397
1827,153606.740841922
1828,107508.239696039
1829,95854.08593627543
1830,86889.35227491905
1831,138748.87912896893
1832,93164.6658378687
1833,97647.03266854689
1834,148177.88401152345
1835,134166.479031121
1836,97647.03266854689
1837,94061.13920400443
1838,104568.73642970866
1839,174789.9327514089
1840,196223.20782881987
1841,176368.6914304063
1842,103922.34623149654
1843,153542.60268940183
1844,176368.6914304063
1845,141092.00883067132
1846,139016.90985421708
1847,130716.5139483969
1848,115576.49999125965
1849,126566.31599548657
1850,130716.5139483969
1851,114680.02662512392
1852,126566.31599548657
1853,188819.28528913588
1854,202448.5047581849
1855,186744.18631268118
1856,208673.80168754992
1857,122694.44424837234
1858,178443.790406861
1859,178443.790406861
1860,178443.790406861
1861,178443.790406861
1862,222020.86891241476
1863,222020.86891241476
1864,222020.86891241476
1865,240696.7597005103
1866,238621.66072405467
1867,238621.66072405467
1868,237725.1873579194
1869,236546.56174760044
1870,238621.66072405467
1871,233574.98940500955
1872,233574.98940500955
1873,206598.70271109522
1874,209570.27505368565
1875,217870.67095950537
1876,217870.67095950537
1877,224992.44125500612
1878,224095.9678888704
1879,176368.6914304063
1880,178443.790406861
1881,226171.06686532556
1882,228246.16584178072
1883,226171.06686532556
1884,224095.9678888704
1885,221124.3955462795
1886,227349.692475645
1887,216974.19759336964
1888,236546.56174760044
1889,236546.56174760044
1890,151981.79156772944
1891,233574.98940500955
1892,136941.81087776192
1893,118265.92008966685
1894,136941.81087776192
1895,130716.5139483969
1896,110197.6597944462
1897,107508.239696039
1898,104818.81959763181
1899,146717.10615702032
1900,136723.7967860984
1901,109301.18642831047
1902,139016.90985421708
1903,109301.18642831047
1904,126566.31599548657
1905,139016.90985421708
1906,182193.85529109382
1907,126566.31599548657
1908,180518.8893833157
1909,194662.39670714748
1910,180518.8893833157
1911,192969.48324204574
1912,206630.77178735484
1913,124123.15302661445
1914,95854.08593627543
1915,237725.1873579194
1916,82406.98544424039
1917,223199.4945227342
1918,174293.59245395113
1919,174293.59245395113
1920,203344.97812432062
1921,238621.66072405467
1922,238621.66072405467
1923,211163.15525161813
1924,197401.8334391393
1925,228246.16584178072
1926,236546.56174760044
1927,155617.70166585653
1928,194230.1945622099
1929,163918.09757167625
1930,211031.0529081883
1931,206598.70271109522
1932,205420.0771007758
1933,157692.80064231122
1934,219081.51402455207
1935,214931.3160716422
1936,219977.9873906878
1937,215827.78943777748
1938,217006.4150480969
1939,217902.88841423264
1940,207527.39353195776
1941,219977.9873906878
1942,205452.29455550306
1943,201302.09660259273
1944,234503.68022587255
1945,232428.5812494174
1946,124523.43447375915
1947,238653.8781787824
1948,120373.23652084928
1949,199226.99762613804
1950,188851.50274386362
1951,178476.00786158827
1952,180551.10683804343
1953,174325.80990867887
1954,192055.21069705265
1955,159800.11707349366
1956,178476.00786158827
1957,174325.80990867887
1958,215827.78943777748
1959,170175.61195576855
1960,159800.11707349366
1961,163950.31502640352
1962,168100.51297931338
1963,166025.41400285868
1964,166025.41400285868
1965,172250.7109322237
1966,176400.90888513357
1967,238653.8781787824
1968,238653.8781787824
1969,238653.8781787824
1970,236578.7792023277
1971,235682.30583619198
1972,234503.68022587255
1973,238653.8781787824
1974,232428.5812494174
1975,230353.4822729627
1976,231532.10788328166
1977,227381.90993037226
1978,230353.4822729627
1979,240728.9771552371
1980,234503.68022587255
1981,239832.50378910138
1982,237757.40481264715
1983,237757.40481264715
1984,231532.10788328166
1985,230353.4822729627
1986,232428.5812494174
1987,239832.50378910138
1988,232428.5812494174
1989,229457.00890682742
1990,230353.4822729627
1991,239832.50378910138
1992,225306.81095391663
1993,228278.383296508
1994,223231.71197746147
1995,222053.0863671425
1996,217902.88841423264
1997,224128.1853435972
1998,219977.9873906878
1999,217006.4150480969
2000,213752.69046132325
2001,210781.11811873235
2002,236578.7792023277
2003,238653.8781787824
2004,239832.50378910138
2005,237757.40481264715
2006,239832.50378910138
2007,238653.8781787824
2008,239832.50378910138
2009,230353.4822729627
2010,231532.10788328166
2011,235682.30583619198
2012,238653.8781787824
2013,213752.69046132325
2014,210781.11811873235
2015,212856.21709518752
2016,226203.28432005283
2017,207527.39353195776
2018,147349.5232147636
2019,197416.1033365425
2020,157725.01809703896
2021,147349.5232147636
2022,170175.61195576855
2023,166025.41400285868
2024,204555.82118936733
2025,210781.11811873235
2026,233607.20685973682
2027,234503.68022587255
2028,238653.8781787824
2029,222053.0863671425
2030,224128.1853435972
2031,226203.28432005283
2032,226203.28432005283
2033,223231.71197746147
2034,223231.71197746147
2035,226203.28432005283
2036,222053.0863671425
2037,223231.71197746147
2038,221156.61300100724
2039,213752.69046132325
2040,176400.90888513357
2041,210863.20382857753
2042,228278.383296508
2043,159800.11707349366
2044,157725.01809703896
2045,155649.9191205838
2046,151499.72116767347
2047,157725.01809703896
2048,198644.7455804461
2049,151499.72116767347
2050,163950.31502640352
2051,132823.83037957887
2052,143199.32526185375
2053,188269.2506981712
2054,108719.08276108571
2055,141124.22628539905
2056,186376.27069873095
2057,126598.53345021384
2058,192469.46528466663
2059,134898.92935603403
2060,185015.52611139754
2061,136974.0283324892
2062,135181.08160021727
2063,124523.43447375915
2064,126598.53345021384
2065,126598.53345021384
2066,134898.92935603403
2067,164364.56961401703
2068,134898.92935603403
2069,118580.28978857829
2070,97961.40236745786
2071,176232.91142705514
2072,95271.98226905114
2073,157725.01809703896
2074,187654.92957621964
2075,180018.87142593611
2076,122448.33549730445
2077,139049.12730894436
2078,145274.42423830891
2079,118580.28978857829
2080,128673.632426669
2081,128673.632426669
2082,143199.32526185375
2083,144892.23872695595
2084,128673.632426669
2085,147349.5232147636
2086,240728.9771552371
2087,183404.69835614052
2088,146981.45922234666
2089,111408.5028594929
2090,153821.07727366372
2091,138731.0799501111
2092,152660.39922066883
2093,93479.0355367792
2094,159482.06971466087
2095,111408.5028594929
2096,84514.30187542283
2097,120801.61262739834
2098,116787.34305630636
2099,116787.34305630636
2100,168979.03878812457
2101,141552.6023919481
